block,mode,kem,signature,median_ms,first_mode
6,cold,ntruplus_kem576,aimer128f,4.69028,cold
6,cold,ntruplus_kem1152,haetae3,5.138716,cold
6,cold,ntruplus_kem768,haetae3,4.085464,cold
6,cold,smaug1,haetae3,4.374248,cold
6,cold,ntruplus_kem576,haetae3,4.226372,cold
6,cold,ntruplus_kem1152,aimer256f,12.294214,cold
6,cold,ntruplus_kem864,aimer256f,11.807791,cold
6,cold,smaug3,haetae2,4.10527,cold
6,cold,ntruplus_kem576,haetae2,4.839078,cold
6,cold,ntruplus_kem576,aimer256f,11.855201,cold
6,cold,ntruplus_kem864,aimer128f,4.85906,cold
6,cold,ntruplus_kem768,aimer128f,4.881433,cold
6,cold,smaug1,haetae5,3.435991,cold
6,cold,smaug3,haetae3,4.022078,cold
6,cold,smaug5,aimer128f,4.686595,cold
6,cold,smaug3,aimer128f,4.556026,cold
6,cold,ntruplus_kem1152,aimer128f,5.254159,cold
6,cold,ntruplus_kem864,aimer192f,7.178959,cold
6,cold,smaug5,haetae2,3.882988,cold
6,cold,smaug5,haetae5,6.310476,cold
6,cold,smaug1,aimer192f,6.844006,cold
6,cold,X25519,EC,1.761677,cold
6,cold,ntruplus_kem576,aimer192f,7.022678,cold
6,cold,ntruplus_kem576,haetae5,3.568907,cold
6,cold,ntruplus_kem1152,aimer192f,7.322076,cold
6,cold,smaug3,aimer256f,11.640683,cold
6,cold,smaug5,aimer256f,11.593193,cold
6,cold,smaug3,aimer192f,6.861814,cold
6,cold,ntruplus_kem864,haetae5,4.121642,cold
6,cold,ntruplus_kem1152,haetae2,4.674734,cold
6,cold,smaug5,haetae3,4.340405,cold
6,cold,ntruplus_kem768,aimer192f,7.089923,cold
6,cold,smaug1,haetae2,4.24562,cold
6,cold,ntruplus_kem864,haetae3,4.074531,cold
6,cold,smaug1,aimer128f,4.563326,cold
6,cold,smaug3,haetae5,5.256182,cold
6,cold,ntruplus_kem1152,haetae5,4.354837,cold
6,cold,ntruplus_kem768,haetae5,5.340715,cold
6,cold,smaug5,aimer192f,6.84844,cold
6,cold,smaug1,aimer256f,11.384681,cold
6,cold,ntruplus_kem768,aimer256f,11.859697,cold
6,cold,ntruplus_kem768,haetae2,4.220979,cold
6,cold,ntruplus_kem864,haetae2,4.613151,cold
6,warm,ntruplus_kem576,aimer128f,3.793386,cold
6,warm,ntruplus_kem1152,haetae3,3.289756,cold
6,warm,ntruplus_kem768,haetae3,3.870362,cold
6,warm,smaug1,haetae3,3.043286,cold
6,warm,ntruplus_kem576,haetae3,3.634135,cold
6,warm,ntruplus_kem1152,aimer256f,11.48492,cold
6,warm,ntruplus_kem864,aimer256f,11.207826,cold
6,warm,smaug3,haetae2,3.462808,cold
6,warm,ntruplus_kem576,haetae2,3.207259,cold
6,warm,ntruplus_kem576,aimer256f,11.068348,cold
6,warm,ntruplus_kem864,aimer128f,4.273346,cold
6,warm,ntruplus_kem768,aimer128f,3.807429,cold
6,warm,smaug1,haetae5,3.393917,cold
6,warm,smaug3,haetae3,2.798902,cold
6,warm,smaug5,aimer128f,3.806258,cold
6,warm,smaug3,aimer128f,3.645877,cold
6,warm,ntruplus_kem1152,aimer128f,4.152625,cold
6,warm,ntruplus_kem864,aimer192f,6.42446,cold
6,warm,smaug5,haetae2,2.593416,cold
6,warm,smaug5,haetae5,4.064187,cold
6,warm,smaug1,aimer192f,6.251014,cold
6,warm,X25519,EC,0.807856,cold
6,warm,ntruplus_kem576,aimer192f,6.330696,cold
6,warm,ntruplus_kem576,haetae5,5.349163,cold
6,warm,ntruplus_kem1152,aimer192f,6.701126,cold
6,warm,smaug3,aimer256f,10.919995,cold
6,warm,smaug5,aimer256f,11.026711,cold
6,warm,smaug3,aimer192f,6.164261,cold
6,warm,ntruplus_kem864,haetae5,3.201057,cold
6,warm,ntruplus_kem1152,haetae2,4.080422,cold
6,warm,smaug5,haetae3,2.887093,cold
6,warm,ntruplus_kem768,aimer192f,6.503636,cold
6,warm,smaug1,haetae2,2.747055,cold
6,warm,ntruplus_kem864,haetae3,4.219543,cold
6,warm,smaug1,aimer128f,3.564714,cold
6,warm,smaug3,haetae5,5.75894,cold
6,warm,ntruplus_kem1152,haetae5,4.195824,cold
6,warm,ntruplus_kem768,haetae5,4.737746,cold
6,warm,smaug5,aimer192f,6.283569,cold
6,warm,smaug1,aimer256f,13.268696,cold
6,warm,ntruplus_kem768,aimer256f,12.675561,cold
6,warm,ntruplus_kem768,haetae2,5.100565,cold
6,warm,ntruplus_kem864,haetae2,3.091181,cold
7,warm,ntruplus_kem576,aimer128f,3.810842,warm
7,warm,ntruplus_kem768,haetae5,3.132485,warm
7,warm,smaug3,haetae5,4.881018,warm
7,warm,ntruplus_kem1152,aimer128f,4.30093,warm
7,warm,smaug1,aimer192f,6.198377,warm
7,warm,ntruplus_kem576,haetae3,4.116019,warm
7,warm,smaug3,aimer128f,3.685928,warm
7,warm,smaug5,aimer128f,3.79861,warm
7,warm,ntruplus_kem1152,haetae3,3.400399,warm
7,warm,smaug3,haetae3,3.767419,warm
7,warm,smaug3,aimer192f,6.25882,warm
7,warm,smaug5,aimer192f,6.253413,warm
7,warm,ntruplus_kem1152,aimer192f,6.827736,warm
7,warm,ntruplus_kem768,haetae2,3.795651,warm
7,warm,ntruplus_kem768,haetae3,3.647643,warm
7,warm,ntruplus_kem864,aimer128f,4.14375,warm
7,warm,ntruplus_kem864,haetae3,4.026872,warm
7,warm,ntruplus_kem1152,haetae2,3.563248,warm
7,warm,ntruplus_kem864,haetae5,4.688426,warm
7,warm,smaug3,haetae2,3.073158,warm
7,warm,ntruplus_kem576,haetae5,3.785133,warm
7,warm,ntruplus_kem576,aimer256f,11.252071,warm
7,warm,ntruplus_kem1152,haetae5,3.840414,warm
7,warm,ntruplus_kem864,aimer192f,6.517137,warm
7,warm,smaug5,aimer256f,11.237554,warm
7,warm,smaug5,haetae5,4.210305,warm
7,warm,ntruplus_kem768,aimer256f,11.329111,warm
7,warm,ntruplus_kem768,aimer128f,3.828483,warm
7,warm,smaug1,haetae2,2.818176,warm
7,warm,ntruplus_kem864,haetae2,3.530225,warm
7,warm,ntruplus_kem576,aimer192f,6.260338,warm
7,warm,ntruplus_kem864,aimer256f,11.24954,warm
7,warm,smaug1,haetae5,5.967715,warm
7,warm,ntruplus_kem576,haetae2,3.39092,warm
7,warm,smaug3,aimer256f,11.006522,warm
7,warm,smaug5,haetae3,3.075926,warm
7,warm,smaug1,aimer256f,10.826381,warm
7,warm,ntruplus_kem768,aimer192f,6.470712,warm
7,warm,smaug1,haetae3,2.875002,warm
7,warm,ntruplus_kem1152,aimer256f,11.531387,warm
7,warm,smaug5,haetae2,3.399094,warm
7,warm,X25519,EC,0.842891,warm
7,warm,smaug1,aimer128f,3.958923,warm
7,cold,ntruplus_kem576,aimer128f,4.702456,warm
7,cold,ntruplus_kem768,haetae5,4.730672,warm
7,cold,smaug3,haetae5,4.627726,warm
7,cold,ntruplus_kem1152,aimer128f,5.122922,warm
7,cold,smaug1,aimer192f,6.780376,warm
7,cold,ntruplus_kem576,haetae3,4.157797,warm
7,cold,smaug3,aimer128f,4.580223,warm
7,cold,smaug5,aimer128f,4.750812,warm
7,cold,ntruplus_kem1152,haetae3,4.65226,warm
7,cold,smaug3,haetae3,3.342523,warm
7,cold,smaug3,aimer192f,6.858743,warm
7,cold,smaug5,aimer192f,6.882496,warm
7,cold,ntruplus_kem1152,aimer192f,7.456652,warm
7,cold,ntruplus_kem768,haetae2,4.825975,warm
7,cold,ntruplus_kem768,haetae3,4.028292,warm
7,cold,ntruplus_kem864,aimer128f,4.820413,warm
7,cold,ntruplus_kem864,haetae3,4.436923,warm
7,cold,ntruplus_kem1152,haetae2,4.576132,warm
7,cold,ntruplus_kem864,haetae5,6.733997,warm
7,cold,smaug3,haetae2,4.823974,warm
7,cold,ntruplus_kem576,haetae5,4.539607,warm
7,cold,ntruplus_kem576,aimer256f,11.726731,warm
7,cold,ntruplus_kem1152,haetae5,6.156161,warm
7,cold,ntruplus_kem864,aimer192f,7.146411,warm
7,cold,smaug5,aimer256f,11.839355,warm
7,cold,smaug5,haetae5,6.542875,warm
7,cold,ntruplus_kem768,aimer256f,11.711153,warm
7,cold,ntruplus_kem768,aimer128f,4.85294,warm
7,cold,smaug1,haetae2,3.922935,warm
7,cold,ntruplus_kem864,haetae2,3.899402,warm
7,cold,ntruplus_kem576,aimer192f,7.035484,warm
7,cold,ntruplus_kem864,aimer256f,11.7843,warm
7,cold,smaug1,haetae5,4.195252,warm
7,cold,ntruplus_kem576,haetae2,5.483513,warm
7,cold,smaug3,aimer256f,11.486054,warm
7,cold,smaug5,haetae3,3.938687,warm
7,cold,smaug1,aimer256f,11.37093,warm
7,cold,ntruplus_kem768,aimer192f,7.088178,warm
7,cold,smaug1,haetae3,3.517204,warm
7,cold,ntruplus_kem1152,aimer256f,12.306773,warm
7,cold,smaug5,haetae2,3.916718,warm
7,cold,X25519,EC,1.885475,warm
7,cold,smaug1,aimer128f,4.51588,warm
8,cold,smaug1,haetae5,3.918004,cold
8,cold,smaug5,aimer256f,11.625312,cold
8,cold,ntruplus_kem768,haetae2,4.438919,cold
8,cold,smaug1,aimer256f,11.560551,cold
8,cold,ntruplus_kem1152,aimer128f,5.171551,cold
8,cold,smaug1,haetae3,5.671723,cold
8,cold,smaug1,haetae2,4.745554,cold
8,cold,smaug5,haetae3,4.129365,cold
8,cold,X25519,EC,1.691249,cold
8,cold,ntruplus_kem576,aimer192f,7.027013,cold
8,cold,ntruplus_kem1152,aimer192f,7.361955,cold
8,cold,ntruplus_kem768,haetae3,4.22233,cold
8,cold,smaug5,haetae5,5.784502,cold
8,cold,ntruplus_kem1152,haetae2,4.254267,cold
8,cold,ntruplus_kem864,haetae2,4.639575,cold
8,cold,smaug1,aimer192f,6.840685,cold
8,cold,ntruplus_kem864,aimer192f,7.186993,cold
8,cold,smaug3,aimer192f,6.820893,cold
8,cold,smaug3,haetae3,3.929738,cold
8,cold,ntruplus_kem576,aimer128f,4.808283,cold
8,cold,ntruplus_kem576,aimer256f,11.673765,cold
8,cold,ntruplus_kem1152,haetae3,5.138235,cold
8,cold,ntruplus_kem576,haetae3,4.83923,cold
8,cold,smaug3,aimer128f,4.61969,cold
8,cold,ntruplus_kem768,haetae5,4.583951,cold
8,cold,ntruplus_kem768,aimer256f,11.908095,cold
8,cold,ntruplus_kem864,haetae3,4.372313,cold
8,cold,smaug3,aimer256f,11.757758,cold
8,cold,smaug5,aimer128f,4.644534,cold
8,cold,smaug1,aimer128f,4.51936,cold
8,cold,ntruplus_kem576,haetae2,4.554468,cold
8,cold,ntruplus_kem1152,haetae5,4.931062,cold
8,cold,smaug3,haetae5,3.871654,cold
8,cold,ntruplus_kem768,aimer192f,7.045045,cold
8,cold,ntruplus_kem864,aimer128f,4.775927,cold
8,cold,ntruplus_kem864,haetae5,4.776847,cold
8,cold,smaug3,haetae2,4.137423,cold
8,cold,smaug5,aimer192f,6.862463,cold
8,cold,smaug5,haetae2,3.545667,cold
8,cold,ntruplus_kem576,haetae5,4.565394,cold
8,cold,ntruplus_kem1152,aimer256f,11.974351,cold
8,cold,ntruplus_kem768,aimer128f,4.87705,cold
8,cold,ntruplus_kem864,aimer256f,11.9248,cold
8,warm,smaug1,haetae5,3.835304,cold
8,warm,smaug5,aimer256f,10.855105,cold
8,warm,ntruplus_kem768,haetae2,4.081697,cold
8,warm,smaug1,aimer256f,10.823086,cold
8,warm,ntruplus_kem1152,aimer128f,4.238551,cold
8,warm,smaug1,haetae3,2.885315,cold
8,warm,smaug1,haetae2,2.753787,cold
8,warm,smaug5,haetae3,3.803448,cold
8,warm,X25519,EC,0.805484,cold
8,warm,ntruplus_kem576,aimer192f,6.323461,cold
8,warm,ntruplus_kem1152,aimer192f,6.891733,cold
8,warm,ntruplus_kem768,haetae3,3.620443,cold
8,warm,smaug5,haetae5,3.877937,cold
8,warm,ntruplus_kem1152,haetae2,3.216635,cold
8,warm,ntruplus_kem864,haetae2,3.191309,cold
8,warm,smaug1,aimer192f,6.146593,cold
8,warm,ntruplus_kem864,aimer192f,6.51899,cold
8,warm,smaug3,aimer192f,6.006763,cold
8,warm,smaug3,haetae3,4.009232,cold
8,warm,ntruplus_kem576,aimer128f,3.735319,cold
8,warm,ntruplus_kem576,aimer256f,11.002085,cold
8,warm,ntruplus_kem1152,haetae3,4.336658,cold
8,warm,ntruplus_kem576,haetae3,3.950833,cold
8,warm,smaug3,aimer128f,3.710459,cold
8,warm,ntruplus_kem768,haetae5,4.363277,cold
8,warm,ntruplus_kem768,aimer256f,11.303542,cold
8,warm,ntruplus_kem864,haetae3,3.08856,cold
8,warm,smaug3,aimer256f,10.940187,cold
8,warm,smaug5,aimer128f,3.755264,cold
8,warm,smaug1,aimer128f,3.670348,cold
8,warm,ntruplus_kem576,haetae2,3.126105,cold
8,warm,ntruplus_kem1152,haetae5,3.426121,cold
8,warm,smaug3,haetae5,5.945864,cold
8,warm,ntruplus_kem768,aimer192f,6.379229,cold
8,warm,ntruplus_kem864,aimer128f,4.058811,cold
8,warm,ntruplus_kem864,haetae5,3.193953,cold
8,warm,smaug3,haetae2,3.907618,cold
8,warm,smaug5,aimer192f,6.389273,cold
8,warm,smaug5,haetae2,3.645083,cold
8,warm,ntruplus_kem576,haetae5,3.801031,cold
8,warm,ntruplus_kem1152,aimer256f,11.470397,cold
8,warm,ntruplus_kem768,aimer128f,4.11839,cold
8,warm,ntruplus_kem864,aimer256f,11.178491,cold
9,cold,ntruplus_kem768,haetae3,4.422284,cold
9,cold,ntruplus_kem768,haetae2,4.239681,cold
9,cold,ntruplus_kem864,aimer128f,4.880539,cold
9,cold,smaug3,haetae3,3.446295,cold
9,cold,ntruplus_kem576,aimer128f,4.747016,cold
9,cold,smaug5,haetae2,3.75558,cold
9,cold,smaug3,aimer192f,6.76352,cold
9,cold,smaug5,aimer128f,4.830278,cold
9,cold,smaug5,aimer192f,6.999532,cold
9,cold,smaug5,haetae3,4.288461,cold
9,cold,ntruplus_kem768,aimer192f,7.046731,cold
9,cold,ntruplus_kem864,aimer192f,7.203037,cold
9,cold,ntruplus_kem864,aimer256f,11.934501,cold
9,cold,ntruplus_kem864,haetae2,3.903329,cold
9,cold,ntruplus_kem768,aimer256f,11.783536,cold
9,cold,smaug5,aimer256f,11.726218,cold
9,cold,ntruplus_kem1152,haetae2,4.249627,cold
9,cold,smaug3,haetae5,3.754988,cold
9,cold,ntruplus_kem1152,aimer128f,4.984951,cold
9,cold,smaug5,haetae5,4.344868,cold
9,cold,smaug1,haetae5,3.782765,cold
9,cold,ntruplus_kem768,haetae5,4.372922,cold
9,cold,smaug1,aimer256f,11.542422,cold
9,cold,ntruplus_kem576,aimer256f,11.614062,cold
9,cold,ntruplus_kem1152,haetae3,4.6026,cold
9,cold,ntruplus_kem576,haetae3,4.628351,cold
9,cold,ntruplus_kem576,haetae5,4.850742,cold
9,cold,ntruplus_kem864,haetae3,4.124047,cold
9,cold,ntruplus_kem864,haetae5,6.464532,cold
9,cold,smaug1,haetae2,4.178885,cold
9,cold,smaug1,haetae3,3.527383,cold
9,cold,ntruplus_kem576,aimer192f,6.866205,cold
9,cold,smaug3,haetae2,3.960978,cold
9,cold,smaug1,aimer192f,6.738118,cold
9,cold,smaug1,aimer128f,4.537229,cold
9,cold,smaug3,aimer128f,4.507671,cold
9,cold,ntruplus_kem1152,haetae5,6.779811,cold
9,cold,ntruplus_kem768,aimer128f,4.768193,cold
9,cold,ntruplus_kem1152,aimer256f,11.941498,cold
9,cold,X25519,EC,1.75628,cold
9,cold,ntruplus_kem1152,aimer192f,7.609954,cold
9,cold,smaug3,aimer256f,11.385186,cold
9,cold,ntruplus_kem576,haetae2,4.776688,cold
9,warm,ntruplus_kem768,haetae3,3.394539,cold
9,warm,ntruplus_kem768,haetae2,3.753037,cold
9,warm,ntruplus_kem864,aimer128f,3.969208,cold
9,warm,smaug3,haetae3,2.743179,cold
9,warm,ntruplus_kem576,aimer128f,3.766481,cold
9,warm,smaug5,haetae2,3.227785,cold
9,warm,smaug3,aimer192f,6.189937,cold
9,warm,smaug5,aimer128f,3.757281,cold
9,warm,smaug5,aimer192f,6.372444,cold
9,warm,smaug5,haetae3,2.863723,cold
9,warm,ntruplus_kem768,aimer192f,6.269368,cold
9,warm,ntruplus_kem864,aimer192f,6.457597,cold
9,warm,ntruplus_kem864,aimer256f,11.222467,cold
9,warm,ntruplus_kem864,haetae2,3.404335,cold
9,warm,ntruplus_kem768,aimer256f,11.350165,cold
9,warm,smaug5,aimer256f,10.925955,cold
9,warm,ntruplus_kem1152,haetae2,3.298372,cold
9,warm,smaug3,haetae5,3.929397,cold
9,warm,ntruplus_kem1152,aimer128f,4.21037,cold
9,warm,smaug5,haetae5,3.815938,cold
9,warm,smaug1,haetae5,3.171934,cold
9,warm,ntruplus_kem768,haetae5,5.484542,cold
9,warm,smaug1,aimer256f,10.87786,cold
9,warm,ntruplus_kem576,aimer256f,11.069803,cold
9,warm,ntruplus_kem1152,haetae3,3.49752,cold
9,warm,ntruplus_kem576,haetae3,3.144,cold
9,warm,ntruplus_kem576,haetae5,2.760961,cold
9,warm,ntruplus_kem864,haetae3,4.677579,cold
9,warm,ntruplus_kem864,haetae5,3.502333,cold
9,warm,smaug1,haetae2,2.825978,cold
9,warm,smaug1,haetae3,3.120291,cold
9,warm,ntruplus_kem576,aimer192f,6.379783,cold
9,warm,smaug3,haetae2,3.440397,cold
9,warm,smaug1,aimer192f,6.238361,cold
9,warm,smaug1,aimer128f,3.554979,cold
9,warm,smaug3,aimer128f,3.674072,cold
9,warm,ntruplus_kem1152,haetae5,3.406192,cold
9,warm,ntruplus_kem768,aimer128f,3.888884,cold
9,warm,ntruplus_kem1152,aimer256f,11.867559,cold
9,warm,X25519,EC,0.830535,cold
9,warm,ntruplus_kem1152,aimer192f,7.066855,cold
9,warm,smaug3,aimer256f,10.952636,cold
9,warm,ntruplus_kem576,haetae2,2.999081,cold
